rmse
0.7701220047868144
0.7444821469446594
0.7257793923795924
0.723548874823469
0.7372272954375249
0.7375469627506251
0.7230405455283329
0.7439705024487189
0.7465998667484581
0.7749424367669575
0.7428437942382811
0.727898836252317
0.7697601555709342
0.7833075616131524
0.7567632924
0.7231722503
